        0.01636551        0.00000000
        0.03273102        0.00000000
        0.04909653        0.00000000
        0.06546203        0.00000000
        0.08182754        0.00000000
        0.09819305        0.00000000
        0.11455856        0.00000000
        0.13092407        0.00000000
        0.14728958        0.00000000
        0.16365508        0.00000000
        0.18002059        0.00000000
        0.19638610        0.00000000
        0.21275161        0.00000000
        0.22911712        0.00000000
        0.24548263        0.00000000
        0.26184813        0.00000000
        0.27821364        0.00000000
        0.29457915        0.00000000
        0.31094466        0.00000000
        0.32731017        0.00000000
        0.34367568        0.00000000
        0.36004118        0.00000000
        0.37640669        0.00000000
        0.39277220        0.00000000
        0.40913771        0.00000000
        0.42550322        0.00000000
        0.44186873        0.00000000
        0.45823423        0.00000000
        0.47459974        0.00000000
        0.49096525        0.00000000
        0.50733076        0.00000000
        0.52369627        0.00000000
        0.54006178        0.00000000
        0.55642728        0.00000000
        0.57279279        0.00000000
        0.58915830        0.00000000
        0.60552381        0.00000000
        0.62188932        0.00000000
        0.63825483        0.00000000
        0.65462033        0.00000000
        0.67098584        0.00000000
        0.68735135        0.00000000
        0.70371686        0.00000000
        0.72008237        0.00000000
        0.73644788        0.00000000
        0.75281339        0.00000000
        0.76917889        0.00000000
        0.78554440        0.00000000
        0.80190991        0.00000000
        0.81827542        0.00000000
        0.83464093        0.00000000
        0.85100644        0.00000000
        0.86737194        0.00000000
        0.88373745        0.00000000
        0.90010296        0.00000000
        0.91646847        0.00000000
        0.93283398        0.00000000
        0.94919949        0.00000000
        0.96556499        0.00000000
        0.98193050        0.00000000
        0.99829601        0.00000000
        1.01466152        0.00000000
        1.03102703        0.00000000
        1.04739254        0.00000000
        1.06375804        0.00000000
        1.08012355        0.00000000
        1.09648906        0.00000000
        1.11285457        0.00000000
        1.12922008        0.00000000
        1.14558559        0.00000000
        1.16195109        0.00000000
        1.17831660        0.00000000
        1.19468211        0.00000000
        1.21104762        0.00000000
        1.22741313        0.00000000
        1.24377864        0.00000000
        1.26014414        0.00000000
        1.27650965        0.00000000
        1.29287516        0.00000000
        1.30924067        0.00000000
        1.32560618     1867.36065106
        1.34197169      911.04649253
        1.35833719      889.22581155
        1.37470270      868.17979249
        1.39106821      847.87219596
        1.40743372      828.26887720
        1.42379923        0.00000000
        1.44016474      791.04811671
        1.45653025      773.37162174
        1.47289575      756.28106368
        1.48926126        0.00000000
        1.50562677        0.00000000
        1.52199228        0.00000000
        1.53835779        0.00000000
        1.55472330        0.00000000
        1.57108880        0.00000000
        1.58745431        0.00000000
        1.60381982        0.00000000
        1.62018533        0.00000000
        1.63655084        0.00000000
        1.65291635        0.00000000
        1.66928185        0.00000000
        1.68564736        0.00000000
        1.70201287        0.00000000
        1.71837838        0.00000000
        1.73474389        0.00000000
        1.75110940        0.00000000
        1.76747490        0.00000000
        1.78384041        0.00000000
        1.80020592        0.00000000
        1.81657143        0.00000000
        1.83293694        0.00000000
        1.84930245        0.00000000
        1.86566795        0.00000000
        1.88203346        0.00000000
        1.89839897        0.00000000
        1.91476448        0.00000000
        1.93112999        0.00000000
        1.94749550        0.00000000
        1.96386100        0.00000000
        1.98022651        0.00000000
